category,page_title,pdf_title,pdf_url,source_url
Cooperação / Municípios,Cooperação Técnica e Financeira,2.ª série,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=2C3B27E5-570D-4CDD-98B8-CD55625D91D5&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2024-10-08111233,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,"Resolução de Conselho de Ministros n.º 130-B/2024, de 27 de setembro de 2024, publicada no Diário da República,",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=47FBAE0C-AF32-4CDD-958D-D24F5C9E7F78&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2024-10-08111221,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,"Resolução de Conselho de Ministros n.º 130-A/2024, de 27 de setembro de 2024, publicada no Diário da República,",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=ED406EBA-F98A-49B4-9837-A5947DDD9C3D&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-01-23120231,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,"Despacho n.º 11684-B/2024, publicado no Diário da República, 2.ª série, n.º 191, de 2 de outubro de 2024",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=9490FC47-E8EA-4182-9040-299EF2C60E7E&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2024-10-08111037,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,"Despacho n.º 15185-B/2024, de 27 de dezembro, publicado no Diário da República, 2.ª série, n.º 251, de 27 de dezembro de 2024",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=9C97F1D4-2769-4DFF-B075-D3AB7443762E&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2024-12-30164045,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,"Despacho n.º 239/2025, de 20 de dezembro de 2024, publicado no Diário da República, 2.ª série, n.º 4, de 7 de janeiro de 2025",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=AAA84B32-5176-4BF8-BBA7-1093EDD52021&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-01-23143936,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,"Resolução de Conselho de Ministros n.º 10/2025, de 16 de janeiro de 2025, publicada no Diário da República, n.º 17, de 24 de janeiro",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=172108BC-CEC6-4886-9823-B92559A3CA22&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-01-29111556,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,"Decreto-Lei n.º 5/2025, de 10 de fevereiro, publicado no Diário da República, n.º 28, de 10 de fevereiro de 2025",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=808EEBFB-557A-4EC3-8A7D-41F5EAFF102E&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-02-11112528,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,"Lei n.º 13/2025, 20 de fevereiro, publicado no Diário da República, n.º 36, de 20 de fevereiro de 2025",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=5F698A2B-3EB9-4F9C-82A0-241DDA85B78C&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-03-06121356,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,"Despacho n.º 4036/2025, publicado no Diário República, 2.ª série, n.º 64, de 1 de abril de 2025",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=AE211669-7123-4838-BBDE-9CFAD0AC38AA&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-04-01125209,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,"Despacho n.º 11163/2025, publicado no Diário República, 2.ª série, n.º 183, de 23 de setembro de 2025",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=0FD3E6F0-EE26-4EFE-8A52-C3ACB1F6C54A&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-09-23104301,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,FEM_Incêndios_Rurais 2024_Contratos,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=1EE92404-2265-4FF2-ABB8-5AD0233C7A7B&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2024-12-30164106,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,FEM Incêndios Rurais 2024_Contratos e adendas 2025,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=88092A57-4F41-4181-B1D7-C94BB33E4265&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-07-29151738,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,FEM Incêndios Rurais 2024_Contratos 2025_27 contratos,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=B492F21D-7495-47F0-AA60-66DB6E2012CF&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-10-08191223,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,FEM Incêndios Rurais 2024_Contratos 2025_5 contratos,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=5AA127B2-C4FC-4E8A-841E-C202E0CEDBD4&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-10-31110348,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,"Decreto-Lei n.º 98-A/2025, de 23 de agosto, publicado no Diário da República, n.º 161-A, de 24 de agosto de 2025",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=79C626B0-AB0E-4E8D-BC2D-AA197C9834A0&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-09-05155427,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,"Resolução de Conselho de Ministros n.º 126-A/2025, de 28 de agosto de 2025, publicada no Diário da República, n.º 165, de 28 de agosto de 2025",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=89AE6331-5144-4511-8BC9-9C1C1B7D4BB5&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-09-05155624,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,"Despacho n.º 10319/2025, de 29 de agosto, publicado no Diário da República, n.º 166, de 29 de agosto de 2025",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=F04C08DF-F216-40A7-89A6-6669BDBF5EA2&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-09-05155434,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Municípios,Cooperação Técnica e Financeira,"Lei n.º 1/2026, 6 de janeiro, publicado no Diário da República, n.º 3, de 6 de janeiro de 2026",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=210F77AF-BDA1-4AFE-AC8C-6FB280881BCC&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2026-01-15114722,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/municipios
Cooperação / Freguesias,Cooperação Técnica e Financeira,"Despacho n.º 239/2025, de 20 de dezembro de 2024, publicado no Diário da República, 2.ª série, n.º 4, de 7 de janeiro de 2025",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=AAA84B32-5176-4BF8-BBA7-1093EDD52021&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-01-23144402,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,"Resolução de Conselho de Ministros n.º 130-A/2024, de 27 de setembro de 2024, publicada no Diário da República, n.º 188, de 27 de setembro",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=ED406EBA-F98A-49B4-9837-A5947DDD9C3D&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-01-23122025,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,Despacho n.º_5071/2023 (especifico para as Regiões Autónomas),https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=8D177517-39A0-4810-99EF-48816460AA8D&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2023-05-02174247,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,Instruções de Submissão de candidatura,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=1A49AE8E-E6E8-4579-858C-E77744AFEE41&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2023-05-02174219,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,Legislação,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=FC7EBBB4-0E9A-42E9-A2D6-B2D9F788EAF7&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2023-05-04121326,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,Aviso 19216_2023,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=266f4a32-848e-4d2c-99c6-ad5b5511d7fe&content_id=D20EC30A-0172-4842-90ED-303D71C2DFCD&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2023-10-12104025,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,Aviso 19511_2023,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=266f4a32-848e-4d2c-99c6-ad5b5511d7fe&content_id=CF98302A-9248-4167-A410-A4CF9F8B8ABE&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2023-10-12103932,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,Aviso 19578_2023,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=266f4a32-848e-4d2c-99c6-ad5b5511d7fe&content_id=ED917F8E-EAA8-480E-8C32-B596BA545A2A&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2023-10-12103956,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,Aviso 19579_2023,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=266f4a32-848e-4d2c-99c6-ad5b5511d7fe&content_id=F24DD460-32D5-4A75-8F6B-A9894C993CB3&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2023-10-12104010,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,1_Pub_PAFRA_Açores_Madeira,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=CC64C13B-EB2A-49A8-AF49-A80CA8CF4405&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2024-06-11144142,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,2_Pub_PAF_Alentejo_Centro,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=6FA59128-2456-4A0A-9F59-50011B9024BC&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2024-06-11144434,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,3_Pub_PAF_Centro_LVT,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=09A2AB62-BCEE-4B78-B672-302D51AF2963&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2024-06-11144231,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,4_Pub_PAF_Alentejo_Centro,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=9308FE27-AC2F-4A84-8D2E-7FFD105FF00C&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2024-06-11144404,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,5_Pub_PAF_Algarve_Alentejo_Centro_LVT_Norte,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=0483B9B4-328B-41CF-98A2-BEB4D054A631&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2024-06-11144511,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,6_Pub_PAF_Centro_Norte,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=586F25DB-7F70-4839-9DC0-B79090CFCE25&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2024-06-11163342,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,7_Pub_PAF_Norte,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=17B9E0AB-228C-4C4D-86D3-15D734B1399C&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2024-06-11144538,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,8_Pub_PAF_Centro_Norte,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=7423A837-A2BA-4A6B-8BF4-F20A4831895E&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2024-06-11144556,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Freguesias,Cooperação Técnica e Financeira,"Despacho Normativo n.º 29-B/2001, de 6 de julho",https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=8E70E17B-3434-4698-BED0-D3C5C685E711&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2014-09-11184049,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/freguesias
Cooperação / Publicações,Cooperação Técnica e Financeira,Listagem 1 Semestre 2025,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=E48CB8D6-C431-4CAB-90A8-79702803BE74&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-10-21103208,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
Cooperação / Publicações,Cooperação Técnica e Financeira,Listagem 2 Semestre 2024,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=5DEB78D9-0E5E-4824-BECD-8F83A7031E73&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-07-02151548,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
Cooperação / Publicações,Cooperação Técnica e Financeira,Listagem 1 Semestre 2024,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=95BF0243-F6AB-482C-A690-55EFBF9AEF45&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-07-02151520,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
Cooperação / Publicações,Cooperação Técnica e Financeira,Listagem 2 Semestre 2023,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=1F61B645-F926-4533-8712-24B6D5A6BDF1&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-07-02151458,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
Cooperação / Publicações,Cooperação Técnica e Financeira,Listagem 1 Semestre 2023,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=1C9884E2-E266-4AD1-8981-24476BD0B27A&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-07-02151436,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
Cooperação / Publicações,Cooperação Técnica e Financeira,Listagem 2 Semestre 2022,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=FADEBF10-591C-4B0E-B7EA-DF47BFDFFBAC&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-07-02151404,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
Cooperação / Publicações,Cooperação Técnica e Financeira,Listagem 1 Semestre 2022,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=9F384D82-F085-4218-B7E0-83D979E9DF45&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-07-02151323,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
Cooperação / Publicações,Cooperação Técnica e Financeira,Listagem 2 Semestre 2021,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=BC6D7805-6685-4E63-AF56-8D759D8F81CE&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-07-02151259,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
Cooperação / Publicações,Cooperação Técnica e Financeira,Listagem 1 Semestre 2021,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=520AB9CA-C73B-44FB-B412-70C1E5AFF682&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-07-02151237,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
Cooperação / Publicações,Cooperação Técnica e Financeira,Listagem 2 Semestre 2020,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=E690516F-95D0-4BE8-B555-E897FA083DDE&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-07-02151204,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
Cooperação / Publicações,Cooperação Técnica e Financeira,Listagem 1 Semestre 2020,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=9DF00C10-0EAB-4738-AC05-1AD0DF3C908C&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-07-02151121,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
Cooperação / Publicações,Cooperação Técnica e Financeira,Listagem 2 Semestre 2019,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=73C528B9-EB01-4D7A-9CB3-E422CF8E1BA8&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-07-02151050,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
Cooperação / Publicações,Cooperação Técnica e Financeira,Listagem 1 Semestre 2019,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=F395AB86-FC44-4099-AC34-457D2D51138D&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-07-02150950,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
Cooperação / Publicações,Cooperação Técnica e Financeira,Listagem 1 e 2 Semestre 2018,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=1bef4356-1dfe-4892-8855-13d29c82f024&content_id=DB4ED743-1E09-4C48-BEB7-A1506A2544DB&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2025-07-02150907,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
Cooperação / Publicações,Cooperação Técnica e Financeira,Cooperação Técnica e Financeira - Relatório 2021,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=266f4a32-848e-4d2c-99c6-ad5b5511d7fe&content_id=F04857DA-0F58-4AB1-AE2D-7EAB728B880E&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2024-02-20152454,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
Cooperação / Publicações,Cooperação Técnica e Financeira,Cooperação Técnica e Financeira - Relatório 2020,https://portalautarquico.dgal.gov.pt/ficheiros/?schema=f7664ca7-3a1a-4b25-9f46-2056eef44c33&channel=266f4a32-848e-4d2c-99c6-ad5b5511d7fe&content_id=3800FE08-4BFE-48E4-A1B7-508D7AC216F5&field=storage_image&lang=pt&ver=1&filetype=pdf&dtestate=2024-02-20152438,https://portalautarquico.dgal.gov.pt/pt-PT/cooperacao-tecnica-e-financeira/publicacoes-e-estudos
