title,pub_url,pub_type,date,pdf_title,pdf_url
Waste Early Warning Report - Staff Working Documents,https://environment.ec.europa.eu/publications/waste-early-warning-report-staff-working-documents_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/0a084ee4-3be5-4037-9814-eecd366de2ab_en
Waste Early Warning Report - Staff Working Documents,https://environment.ec.europa.eu/publications/waste-early-warning-report-staff-working-documents_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/fe4d0733-4fbc-47f7-9b9f-c502f5bd9132_en
Waste Early Warning Report - Staff Working Documents,https://environment.ec.europa.eu/publications/waste-early-warning-report-staff-working-documents_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/586ad609-bdc3-4fd1-8a8d-78609b18cef0_en
Waste Early Warning Report - Staff Working Documents,https://environment.ec.europa.eu/publications/waste-early-warning-report-staff-working-documents_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/d1efb3b6-d19c-43dc-8ca3-3c085fe591a2_en
Waste Early Warning Report - Staff Working Documents,https://environment.ec.europa.eu/publications/waste-early-warning-report-staff-working-documents_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/3ba14aa0-4769-4603-9fff-88b289c87636_en
Waste Early Warning Report - Staff Working Documents,https://environment.ec.europa.eu/publications/waste-early-warning-report-staff-working-documents_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/2f37aa22-8819-4c74-a71a-b80fda5097f1_en
Waste Early Warning Report - Staff Working Documents,https://environment.ec.europa.eu/publications/waste-early-warning-report-staff-working-documents_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/11cd86d1-2491-4850-8cfa-698c2d66068a_en
Waste Early Warning Report - Staff Working Documents,https://environment.ec.europa.eu/publications/waste-early-warning-report-staff-working-documents_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/4560e176-ddad-4461-babf-f3843ce41fc0_en
Waste Early Warning Report - Staff Working Documents,https://environment.ec.europa.eu/publications/waste-early-warning-report-staff-working-documents_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/514b2113-26cb-4112-af0e-19054c63588b_en
Waste Early Warning Report - Staff Working Documents,https://environment.ec.europa.eu/publications/waste-early-warning-report-staff-working-documents_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/9aa6cbaa-4178-42ec-82c1-d73a09f9d5cf_en
Waste Early Warning Report - Staff Working Documents,https://environment.ec.europa.eu/publications/waste-early-warning-report-staff-working-documents_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/b1699148-c752-4bac-b9cd-26dbbf5c67bc_en
Waste Early Warning Report - Staff Working Documents,https://environment.ec.europa.eu/publications/waste-early-warning-report-staff-working-documents_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/943f8f22-1511-46f1-b384-bc025307fd44_en
Waste Early Warning Report - Staff Working Documents,https://environment.ec.europa.eu/publications/waste-early-warning-report-staff-working-documents_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/bcc41227-1f80-47a1-969a-a86439c15100_en
Waste Early Warning Report - Staff Working Documents,https://environment.ec.europa.eu/publications/waste-early-warning-report-staff-working-documents_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/b5dd1966-e4e8-4c11-88c2-a6aa17ac8aad_en
Waste Early Warning Report - Staff Working Documents,https://environment.ec.europa.eu/publications/waste-early-warning-report-staff-working-documents_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1c012979-29b8-4ce9-95db-eba0b4dc4092_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/7e5a2e74-4307-4213-8227-bcba9c11642d_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/62858bcf-d4a0-4f44-88db-269075e59dee_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/a1a6eea2-17ba-4701-ba27-c5d21e23ec45_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/6e255bbc-e22d-49bc-a695-1ada2d5d3517_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/a13d33ab-52fc-47e1-bf9b-210437bd5953_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/9e935dab-b14d-4b3d-9664-40499c1687b5_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/21ffaed4-ab4c-4071-ac0f-38cf17e054af_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/b97db7b5-269c-4682-8f44-6cda6a42bb79_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/aaf42b15-1cf8-423a-9660-df8e398bbe9a_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/d966c358-16be-4c32-8fef-e57ff4bd0bc2_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/580f9a1f-f504-44aa-ad2e-aea5d1cc3dbf_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/7db5cf93-5d91-4204-a5a9-88a9f73e4321_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/16ba26b9-ba22-4089-b14b-d98e76119779_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/d17e6c2f-b5a9-4805-9c94-3743d111c913_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/f0917d02-926d-4b1b-aa18-e8b26fa630cb_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/41d63b17-7e1e-4f5b-9cf4-4004569c81ef_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/6f04d877-3540-44c1-80c4-c824c17a4090_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/0214d55c-30b3-4356-826d-f942845b1103_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/59101481-1345-4c02-86a0-a93abe131a30_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/287fb1a7-239a-48b7-be9f-fadd5dd11089_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/29f8ac2c-75b7-4cf6-b060-3a704c92310b_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/4d4087f2-55a3-4d81-baea-72ee0844b9a1_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/e6577feb-048c-498c-a608-669f85a8c700_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/e4c9f377-dad3-4c9c-9942-85c5d6925ed6_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/d2da7b2d-2b47-4c72-8ec7-b4671bec42a0_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/838dc418-8c41-4974-b5d1-f7e4f0e9f2d0_en
Waste Early Warning Reports 2023 - country specific factsheets,https://environment.ec.europa.eu/publications/waste-early-warning-reports-2023-country-specific-factsheets_en,,2023-06-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/2e06d23b-352d-4eb1-854a-6b371f5a63bb_en
Commission Notice on recommendations on the 2020 updated reports for Article 11 of the Marine Strategy Framework Directive (2008/56/EC),https://environment.ec.europa.eu/publications/commission-notice-recommendations-2020-updated-reports-article-11-marine-strategy-framework_en,,2023-04-04T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1c2ea641-f426-43ab-aa87-6ce0375729da_en?filename=C_2023_2203_F1_COMMUNICATION_FROM_COMMISSION_EN_V5_P1_2532109.PDF
Proposal for a Directive on green claims,https://environment.ec.europa.eu/publications/proposal-directive-green-claims_en,,2023-03-22T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/0514afe4-6b0e-43f0-9154-86972db19495_en
"Guidelines on Biodiversity-Friendly Afforestation, Reforestation and Tree Planting",https://environment.ec.europa.eu/publications/guidelines-biodiversity-friendly-afforestation-reforestation-and-tree-planting_en,,2023-03-20T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/10b11f4e-974c-4d3b-80fd-1f5378548f5f_en
"Commission Regulation amending, for the purpose of its adaptation to technical progress, the Annex to Regulation (EC) No 440/2008 laying down test methods",https://environment.ec.europa.eu/publications/commission-regulation-amending-purpose-its-adaptation-technical-progress-annex-regulation-ec-no_en,,2023-03-03T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/6a0f0fa5-8273-4942-80c3-5dda64403d24_en?filename=C_2023_1099_1_EN_ACT_part1_v3.pdf
"Commission Regulation amending, for the purpose of its adaptation to technical progress, the Annex to Regulation (EC) No 440/2008 laying down test methods",https://environment.ec.europa.eu/publications/commission-regulation-amending-purpose-its-adaptation-technical-progress-annex-regulation-ec-no_en,,2023-03-03T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/559be46f-ed94-4123-ba6c-9a5739c51196_en?filename=C_2023_1099_1_EN_annexe_acte_autonome_part1_v3.pdf
FUTURE BRIEF: Nanoplastics: state of knowledge and environmental and human health impacts – Issue 27,https://environment.ec.europa.eu/publications/future-brief-nanoplastics-state-knowledge-and-environmental-and-human-health-impacts-issue-27_en,,2023-02-16T12:00:00Z,here,https://op.europa.eu/en/publication-detail/-/publication/a9088790-ace5-11ed-8912-01aa75ed71a1/language-en/format-PDF/source-280658643
FUTURE BRIEF: Nanoplastics: state of knowledge and environmental and human health impacts – Issue 27,https://environment.ec.europa.eu/publications/future-brief-nanoplastics-state-knowledge-and-environmental-and-human-health-impacts-issue-27_en,,2023-02-16T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/8b5a5b0e-6567-434a-a566-a1c3659a9590_en
FUTURE BRIEF: Nanoplastics: state of knowledge and environmental and human health impacts – Issue 27,https://environment.ec.europa.eu/publications/future-brief-nanoplastics-state-knowledge-and-environmental-and-human-health-impacts-issue-27_en,,2023-02-16T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/04fec3ef-1045-479a-adf0-268111f988fe_en
FUTURE BRIEF: Nanoplastics: state of knowledge and environmental and human health impacts – Issue 27,https://environment.ec.europa.eu/publications/future-brief-nanoplastics-state-knowledge-and-environmental-and-human-health-impacts-issue-27_en,,2023-02-16T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/e1b44122-29e0-42a4-9d53-da38ccdb6a1b_en
Success Stories,https://environment.ec.europa.eu/publications/success-stories_en,,2023-02-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/09fdf5fe-ed32-432a-8e23-c47f65780403_en?filename=September%202020%20%E2%80%93%20Furniture%20%26%20Bed%20Mattresses.pdf
Success Stories,https://environment.ec.europa.eu/publications/success-stories_en,,2023-02-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/f779159d-8f66-4856-951b-5f1958a2365b_en?filename=October%202020%20%E2%80%93%20Lubricants.pdf
Success Stories,https://environment.ec.europa.eu/publications/success-stories_en,,2023-02-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/05e6a05d-a1fa-4d69-b97b-c67c7add525c_en?filename=2018%20-%20Tourism%20Accommodations%20%28France%29.pdf
Success Stories,https://environment.ec.europa.eu/publications/success-stories_en,,2023-02-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/9d359277-1b3b-45d7-aa88-0a1249450b27_en?filename=2018%20-%20Rinse-off%20cosmetics%20%28Germany%29.pdf
Success Stories,https://environment.ec.europa.eu/publications/success-stories_en,,2023-02-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/ccc18ae4-e744-4ac6-843d-36e6f0051529_en?filename=2018%20-%20Paper%20%28Austria%29.pdf
Success Stories,https://environment.ec.europa.eu/publications/success-stories_en,,2023-02-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/04b5c3e0-c5a2-45d4-b99b-8a183a8bbc06_en?filename=2018%20-%20Cleaning%20Products%20%28France%29.pdf
Success Stories,https://environment.ec.europa.eu/publications/success-stories_en,,2023-02-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/7e1d7bf0-e37c-4a54-a250-65c98380c7b7_en?filename=2018%20-%20Absorbent%20hygiene%20products%20%28Netherlands%20and%20Sweden%29.pdf
Success Stories,https://environment.ec.europa.eu/publications/success-stories_en,,2023-02-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/e539ad37-7749-418e-bb7f-8933426233ca_en?filename=2015%20-%20AB%20LABORATORIOS%20DE%20BIOTECNOLOGI%CC%81A%20%28Spain%29.pdf
Success Stories,https://environment.ec.europa.eu/publications/success-stories_en,,2023-02-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/b5958492-8bac-4dab-86c2-cb5cab406fe7_en?filename=2014%20-%20Everyday%20products%20%28Coop%20Italia%29.pdf
Success Stories,https://environment.ec.europa.eu/publications/success-stories_en,,2023-02-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/6aa05b0c-c6e3-4bce-88cd-df949f0e9418_en?filename=2013%20-%20Tourism%20accommodation%20%28Austria%29.pdf
Success Stories,https://environment.ec.europa.eu/publications/success-stories_en,,2023-02-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/7a44d62f-3627-40a4-8f7f-20b2aa18b13e_en?filename=2013%20-%20Tissue%20paper%20%28UK%29.pdf
Success Stories,https://environment.ec.europa.eu/publications/success-stories_en,,2023-02-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/04e37dcd-65f3-43cb-8fbf-67c2e843b7c0_en?filename=2013%20-%20Textiles%20%28Autria%29.pdf
Success Stories,https://environment.ec.europa.eu/publications/success-stories_en,,2023-02-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/3ac9d7ab-d51c-4533-b6bb-fbb925467987_en?filename=2013%20-%20Circular%20Economy%20%28FERRO%20Group%29.pdf
Success Stories,https://environment.ec.europa.eu/publications/success-stories_en,,2023-02-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/f2cbbe6b-386f-453d-8e2c-71688e776946_en?filename=2013%20-%20Bed%20matrasses%20%28Switzerland%29.pdf
Commission reports on Fitness Check,https://environment.ec.europa.eu/publications/commission-reports-fitness-check_en,,2023-01-24T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/3a6880b3-c623-4675-afb8-91b659677be9_en
CLP Delegated Act,https://environment.ec.europa.eu/publications/clp-delegated-act_en,,2022-12-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1709dfb7-e320-46b3-9ff6-c4fced03e8a4_en?filename=Delegated%20Regulation%20amending%20Regulation%2012722008.pdf
CLP Delegated Act,https://environment.ec.europa.eu/publications/clp-delegated-act_en,,2022-12-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/c0ee8921-d17f-42e6-bd16-95097fdad9c4_en?filename=Annexes%20to%20the%20Delegated%20Regulation.pdf
Proposal for CLP revision,https://environment.ec.europa.eu/publications/proposal-clp-revision_en,,2022-12-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/13dc2e9b-15b2-47cb-bf97-fd7af56a13d9_en?filename=Proposal%20for%20a%20Regulation%20amending%20Regulation%20%28EC%29%20No%2012722008.pdf
Proposal for CLP revision,https://environment.ec.europa.eu/publications/proposal-clp-revision_en,,2022-12-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/f44335b3-300d-43dc-ae79-c3872a84bf53_en?filename=Impact_assessment_part1.pdf
Proposal for CLP revision,https://environment.ec.europa.eu/publications/proposal-clp-revision_en,,2022-12-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/6b552b54-e990-4e89-8a27-bebd689ad7f3_en?filename=Impact_assessment_part2.pdf
Proposal for CLP revision,https://environment.ec.europa.eu/publications/proposal-clp-revision_en,,2022-12-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/f3fcd0b9-b886-4606-9e9a-1e108aab9da1_en?filename=Impact_assessment_part3.pdf
Proposal for CLP revision,https://environment.ec.europa.eu/publications/proposal-clp-revision_en,,2022-12-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/c8f2afcb-8c8a-488e-981c-dfa1351143a8_en?filename=Impact_assessment_part4.pdf
Proposal for CLP revision,https://environment.ec.europa.eu/publications/proposal-clp-revision_en,,2022-12-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/6a138f4e-022e-4d1f-8189-23d33990d262_en?filename=Impact_assessment_part5.pdf
Commission Implementing Decision amending Implementing Decision (EU) 2016/2323 establishing the European List of ship  recycling facilities,https://environment.ec.europa.eu/publications/commission-implementing-decision-amending-implementing-decision-eu-20162323-establishing-european_en,,2022-12-14T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/17703db8-242d-4913-b8b5-d372467f913d_en?filename=Commission%20Implementing%20Decision%20amending%20Implementing%20Decision%20%28EU%29%202016%202323.PDF
Commission Implementing Decision amending Implementing Decision (EU) 2016/2323 establishing the European List of ship  recycling facilities,https://environment.ec.europa.eu/publications/commission-implementing-decision-amending-implementing-decision-eu-20162323-establishing-european_en,,2022-12-14T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/fcc57cd0-21df-4104-b4a4-a6d516196ee0_en?filename=Annex%20-%20Commission%20Implementing%20Decision%20amending%20Implementing%20Decision%20%28EU%29%202016%202323.PDF
Zero Pollution Monitoring and Outlook Report,https://environment.ec.europa.eu/publications/zero-pollution-monitoring-and-outlook-report_en,,2022-12-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/744a0244-6c08-434d-bc70-58d906685154_en
The Third Clean Air Outlook,https://environment.ec.europa.eu/publications/third-clean-air-outlook_en,,2022-12-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1070e880-158b-4ba9-b27a-dd407e321c7c_en
The Third Clean Air Outlook,https://environment.ec.europa.eu/publications/third-clean-air-outlook_en,,2022-12-08T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/7573d2dd-6746-48ad-8266-a4d4695782cb_en
Proposal Packaging and Packaging Waste,https://environment.ec.europa.eu/publications/proposal-packaging-and-packaging-waste_en,,2022-11-30T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/5f8951ac-b9be-4fb9-986f-1591ec27104f_en
Proposal Packaging and Packaging Waste,https://environment.ec.europa.eu/publications/proposal-packaging-and-packaging-waste_en,,2022-11-30T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/920f946e-4e98-4de5-b1e5-c948a81a10f5_en
Proposal Packaging and Packaging Waste,https://environment.ec.europa.eu/publications/proposal-packaging-and-packaging-waste_en,,2022-11-30T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/f3130503-358e-4923-a386-6423cd3f2486_en
Proposal Packaging and Packaging Waste,https://environment.ec.europa.eu/publications/proposal-packaging-and-packaging-waste_en,,2022-11-30T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/bd3caf9d-b61f-403a-9284-606cf0e53848_en
Proposal Packaging and Packaging Waste,https://environment.ec.europa.eu/publications/proposal-packaging-and-packaging-waste_en,,2022-11-30T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/00f9d1fb-3884-4550-a091-125abd9639bb_en
Proposal Packaging and Packaging Waste,https://environment.ec.europa.eu/publications/proposal-packaging-and-packaging-waste_en,,2022-11-30T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/78de7e4d-37f9-4af0-a722-5934c375c951_en
Proposal for a revised Urban Wastewater Treatment Directive,https://environment.ec.europa.eu/publications/proposal-revised-urban-wastewater-treatment-directive_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/a936c2d5-2e3a-4eb1-a7c6-41ec98f3e72f_en?filename=Proposal%20for%20a%20Directive%20concerning%20urban%20wastewater%20treatment%20%28recast%29.pdf
Proposal for a revised Urban Wastewater Treatment Directive,https://environment.ec.europa.eu/publications/proposal-revised-urban-wastewater-treatment-directive_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/f50d15fe-a909-4a1a-b377-75fa842bc77d_en?filename=Annexes%20to%20the%20proposal.pdf
Proposal for a revised Urban Wastewater Treatment Directive,https://environment.ec.europa.eu/publications/proposal-revised-urban-wastewater-treatment-directive_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/0c65f57a-9db0-4665-b5e4-e2ba671de95d_en?filename=Impact%20assessment%20accompanying%20the%20proposal.pdf
Proposal for a revised Urban Wastewater Treatment Directive,https://environment.ec.europa.eu/publications/proposal-revised-urban-wastewater-treatment-directive_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/92dd5910-e680-4b6b-a233-4a13e4c05123_en?filename=Executive%20summary%20of%20the%20impact%20assessment%20accompanying%20the%20proposal.pdf
Revision EU ambient air quality legislation,https://environment.ec.europa.eu/publications/revision-eu-ambient-air-quality-legislation_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/638c570c-c634-4a82-b1dc-753c550651c3_en
Revision EU ambient air quality legislation,https://environment.ec.europa.eu/publications/revision-eu-ambient-air-quality-legislation_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/ae9aa6b5-6557-46cd-a464-aa7489e741ab_en
Revision EU ambient air quality legislation,https://environment.ec.europa.eu/publications/revision-eu-ambient-air-quality-legislation_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/132e6cfd-8a99-4a90-8b45-a401e07be468_en
Revision EU ambient air quality legislation,https://environment.ec.europa.eu/publications/revision-eu-ambient-air-quality-legislation_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/f69a66e6-5696-4a2e-84ac-32ef177786e2_en
Revision EU ambient air quality legislation,https://environment.ec.europa.eu/publications/revision-eu-ambient-air-quality-legislation_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/5d0f7c31-7a5b-4071-9a0f-f5a6920b415a_en
Revision EU ambient air quality legislation,https://environment.ec.europa.eu/publications/revision-eu-ambient-air-quality-legislation_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/d911d8d6-5f46-4cc5-b5c4-06504ac98ea5_en
Revision EU ambient air quality legislation,https://environment.ec.europa.eu/publications/revision-eu-ambient-air-quality-legislation_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/884deeac-4dd4-4db8-9257-4854c344a343_en
Proposal amending Water Directives,https://environment.ec.europa.eu/publications/proposal-amending-water-directives_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/6e618dec-c528-4ba8-8900-1e020eefe393_en?filename=Proposal%20for%20a%20Directive%20amending%20the%20Water%20Framework%20Directive%2C%20the%20Groundwater%20Directive%20and%20the%20Environmental%20Quality%20Standards%20Directive.pdf
Proposal amending Water Directives,https://environment.ec.europa.eu/publications/proposal-amending-water-directives_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/5aa45d99-811a-4e45-b89a-c10e30745fc1_en?filename=Annexes%20to%20the%20proposal_0.pdf
Proposal amending Water Directives,https://environment.ec.europa.eu/publications/proposal-amending-water-directives_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/15150e0a-4788-4c20-8a39-bcbc76592da7_en?filename=Staff%20Working%20Document%20Executive%20Summary%20of%20the%20Impact%20Assessment%20Report%20accompanying%20the%20Proposal.pdf
Proposal amending Water Directives,https://environment.ec.europa.eu/publications/proposal-amending-water-directives_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/a5e95ed4-88d6-4222-a3fa-8e2f17f0b2e1_en?filename=Staff%20Working%20Document%20-%20Impact%20Assessment%20Report%20accompanying%20the%20Proposal_0.pdf
Proposal amending Water Directives,https://environment.ec.europa.eu/publications/proposal-amending-water-directives_en,,2022-10-26T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/e04d652c-66ec-41f6-9bae-98cb3d043587_en?filename=Study%20to%20support%20the%20impact%20assessment%20of%20a%20possible%20revision%20of%20the%20lists%20of%20pollutants%20affecting%20surface%20and%20groundwaters%20and%20the%20corresponding%20regulatory%20standards%20in%20the%20EU%20Environmental%20Quality%20Standards%2C%20Groundwate.pdf
